difficulty,label_name,category,text,label,style,group_id,dataset_origin,leak_types,source_pattern,source_url,notes
hard,LEAK,realworld_hr_positive,הערת המנהל מציינת כי מאיה ביטון נמצא לפני שימוע.,1,meeting_note,rw_svm_pair_realworld_hr_00342,real_world_pattern_variation,EMPLOYMENT_HR_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,confidential_context_positive,מתוך הדוח: נבדקו השלכות ההשקה של פרויקט נוגה ביום 2/2/2026 במסמך רגיש שאין לשתף מחוץ למחלקה. המסמך מוגבל לצוות המצומצם בלבד,1,report,conf_ctx_pos_2,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,diverse_positive,סיכום פגישה: שם המשתמש והסיסמה נשמרו במסמך משותף.,1,meeting_note,div_pos_73,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_product_roadmap_hard_negative,המצגת מסבירה באופן כללי מהי מפת דרכים מוצרית.,0,chat,rw_svm_pair_realworld_product_roadmap_08269,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_algorithm_extra_hard_negative,המסמך מסביר באופן כללי מהו אלגוריתם דירוג.,0,technical_note,rw_svm_extra_neg_realworld_algorithm_00602,real_world_pattern_extra_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Extra hard negative for class balancing; topic words present but no exposed sensitive data.
hard,LEAK,paired_positive_meeting_phone,"שולח: הפגישה עם מיכל כהן נקבעה ל28/9/2026 בירושלים, ובמסמך צורף גם הטלפון 0588516560.",1,chat,meeting_phone_pos_24,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_hard_negative,REQ-183053 | במצגת הופיעו שמות העובדים לצורך חלוקת משימות.,0,ticket,pair_7_neg,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,diverse_positive,"בדיקה: בנספח מופיעים פרטי החשבון של מאיה ביטון: בנק לאומי, חשבון 0743486791.",1,chat,div_pos_5,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,diverse_negative,סיכום פגישה: המערכת החדשה תושק ב8/3/2026 לפי הודעה רשמית שפורסמה לכלל העובדים.,0,meeting_note,div_neg_7,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_bank_payment_positive,טופס ההחזר כולל פרטי חשבון בנק של לקוח.,1,memo,rw_svm_pair_realworld_bank_payment_06192,real_world_pattern_variation,BANK_PAYMENT_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,NON_LEAK,diverse_negative,סיכום פגישה: המסמך אינו כולל מידע אישי.,0,meeting_note,div_neg_77,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_business_strategy_hard_negative,המסמך מתאר שיטות כלליות לניתוח מתחרים.,0,meeting_note,rw_svm_pair_realworld_business_strategy_05410,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,diverse_positive,"נושא: עדכון
במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות.",1,email,div_pos_100,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,diverse_positive,"עדכון - פרטי הקשר של שירה אברהם - מייל shiraavraham@companycoil, טלפון 0543139350",1,chat,div_pos_50,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_ai_model_data_positive,הקובץ חושף את endpoint הפנימי של מודל הסיווג.,1,meeting_note,rw_svm_pair_realworld_ai_model_data_00398,real_world_pattern_variation,AI_MODEL_DATA_LEAK,android_secrets,https://arxiv.org/abs/2510.18601,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,paired_positive_internal_doc,תזכורת: הצוות דן בהשקת מנוע גפן ביום 14/9/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,chat,internal_doc_pos_184,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,paired_negative_email_context,סיכום פגישה: בדוח מופיע איש קשר בשם רוני ברק.,0,meeting_note,email_context_neg_156,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_db_credentials_hard_negative,המסמך מסביר מהו connection string בלי לכלול ערכים או פרטי התחברות.,0,technical_note,rw_svm_pair_realworld_db_credentials_05146,real_world_pattern_hard_negative,,owasp_secrets,https://owasp.org/www-project-non-human-identities-top-10/2025/2-secret-leakage/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,paired_negative_medical,בדיקה: המסמך מזכיר את איכילוב ואת שרון סעדה.,0,chat,medical_neg_13,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_source_code_hard_negative,המסמך מסביר באופן כללי מהו קוד מקור.,0,policy,rw_svm_pair_realworld_source_code_01966,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,confidential_context_positive,"נושא: מעקב
נבדקה תוכנית המעבר של שירות אביב ביום 25/6/2026 במסמך הנהלה מסווג שלא נועד לשיתוף חיצוני",1,email,conf_ctx_pos_23,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,paired_hard_positive,"נושא: טיפול
המסמך מזכיר את רמב""ם ואת ניר ביטון וכולל גם אבחנה של לחץ דם גבוה.",1,email,pair_6_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_board_management_positive,פרוטוקול ישיבת ההנהלה כולל החלטות שטרם פורסמו.,1,email,rw_svm_pair_realworld_board_management_07409,real_world_pattern_variation,BOARD_MANAGEMENT_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,NON_LEAK,diverse_negative,"בדיקה: בדוח מופיע רק שם החברה נייס ותאריך יעד 7/5/2026, ללא מידע אישי.",0,chat,div_neg_152,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,diverse_negative,שולח: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,chat,div_neg_191,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_hr_positive,המסמך כולל הערכת ביצועים פנימית של אלון מזרחי.,1,memo,rw_svm_pair_realworld_hr_06327,real_world_pattern_variation,EMPLOYMENT_HR_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,confidential_context_positive,"נושא: תיאום
הוצגה תוכנית העבודה עבור פרויקט נוגה ביום 4/12/2026 בחומר מסווג המיועד לשימוש פנימי בלבד",1,email,conf_ctx_pos_50,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_sales_pipeline_positive,Pipeline המכירות לחודש הבא כולל עסקאות שעדיין לא נסגרו.,1,technical_note,rw_svm_pair_realworld_sales_pipeline_01382,real_world_pattern_variation,SALES_PIPELINE_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,paired_positive_hr_salary,"נושא: בקשה
המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים.",1,email,hr_salary_pos_177,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_algorithm_positive,הנספח מתאר את מודל הניקוד הסודי של החברה.,1,report,rw_svm_pair_realworld_algorithm_04837,real_world_pattern_variation,ALGORITHM_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,diverse_negative,סיכום פגישה: שם העובד שלומי תורג'מן מופיע במצגת הפנימית ללא פרטים נוספים.,0,meeting_note,div_neg_120,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_business_strategy_hard_negative,המסמך מתאר שיטות כלליות לניתוח מתחרים.,0,meeting_note,rw_svm_pair_realworld_business_strategy_04115,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,diverse_negative,סיכום פגישה: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,meeting_note,div_neg_70,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_cicd_secret_positive,הדוח מציין משתנה סביבה רגיש מתוך תהליך ה־CI/CD.,1,policy,rw_svm_pair_realworld_cicd_secret_01788,real_world_pattern_variation,CI_CD_SECRET_LEAK,techradar_supply_chain,https://www.techradar.com/pro/security/cisa-warns-that-nx-console-and-github-repositories-abused-in-multiple-supply-chain-compromises-tools-across-enterprise-cloud-and-devops-environments-exploited,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,diverse_negative,"לתיעוד פנימי: הפגישה עם סמנכ""לית כספים תתקיים ביום ראשון בראשון לציון.",0,memo,div_neg_26,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,diverse_negative,סיכום פגישה: מספר הקריאה הוא SR-309349 ויש לעקוב אחריו מול תפעול. תודה,0,meeting_note,div_neg_37,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,diverse_negative,שולח: לא נמסרו פרטים מזהים נוספים מעבר לשם החברה.,0,chat,div_neg_201,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,diverse_positive,תזכורת: המסמך כולל נתוני שכר של עדי שלום עבור חודש מרץ.,1,chat,div_pos_190,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,diverse_positive,מתוך הדוח: נא לשמור על סודיות: תוכנית ההשקה של גרסה 4.2 וקוד השם פרויקט ברוש מצורפים.,1,report,div_pos_7,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,diverse_positive,"נושא: מעקב
המסמך כולל נתוני שכר של הילה חדד עבור חודש מרץ.",1,email,div_pos_130,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_business_strategy_positive,המצגת כוללת ניתוח מתחרים פנימי ואסטרטגיית תגובה.,1,chat,rw_svm_pair_realworld_business_strategy_00930,real_world_pattern_variation,BUSINESS_STRATEGY_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,diverse_negative,"לתיעוד פנימי: במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,memo,div_neg_22,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_medical_positive,המסמך כולל אבחנה רפואית והמלצת המשך טיפול עבור דנה ישראלי.,1,policy,rw_svm_pair_realworld_medical_01359,real_world_pattern_variation,MEDICAL_HEALTH_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,paired_negative_confidentiality,שולח: הקובץ נשמר במערכת הפנימית לצורך עבודה שוטפת.,0,chat,confidentiality_neg_81,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_trade_secret_hard_negative,המצגת מתארת עקרונות כלליים להגנה על קניין רוחני.,0,policy,rw_svm_pair_realworld_trade_secret_04418,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,diverse_positive,"מתוך הדוח: הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות",1,report,div_pos_9,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_customer_usage_hard_negative,הדוח מציג מגמות שימוש כלליות ללא לקוחות מזוהים.,0,technical_note,rw_svm_pair_realworld_customer_usage_00226,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,realworld_product_roadmap_positive,מסמך המוצר כולל תוכנית השקה חסויה לגרסה הבאה.,1,report,rw_svm_pair_realworld_product_roadmap_04314,real_world_pattern_variation,PRODUCT_ROADMAP_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,LEAK,diverse_positive,בדיקה: נא לשמור על סודיות: תוכנית ההשקה של מודול ברק וקוד השם מיזם תמר מצורפים.,1,chat,div_pos_150,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,diverse_negative,REQ-092565 | לא הועברו פרטים אישיים במהלך השיחה.,0,ticket,div_neg_201,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_address_location_hard_negative,המסמך מסביר באופן כללי כיצד שומרים כתובות לקוח במערכת.,0,technical_note,rw_svm_pair_realworld_address_location_04023,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_metadata_hard_negative,המצגת מתארת עקרונות כלליים לניהול גרסאות מסמכים.,0,technical_note,rw_svm_pair_realworld_metadata_02371,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,focused_payroll_positive,"סיכום פגישה: הקובץ הפנימי מכיל רשימת עובדים, שכר חודשי, בונוסים ותאריכי קידום.",1,meeting_note,payroll_ctx_pos_69,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,diverse_positive,"לתיעוד פנימי: בנספח מופיעים פרטי החשבון של אילן שבתאי: בנק הפועלים, חשבון 5335588778.",1,memo,div_pos_115,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_db_credentials_hard_negative,המסמך מסביר מהו connection string בלי לכלול ערכים או פרטי התחברות.,0,email,rw_svm_pair_realworld_db_credentials_05426,real_world_pattern_hard_negative,,owasp_secrets,https://owasp.org/www-project-non-human-identities-top-10/2025/2-secret-leakage/,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,NON_LEAK,realworld_medical_hard_negative,המסמך מסביר באופן כללי מדיניות היעדרות רפואית בארגון.,0,report,rw_svm_pair_realworld_medical_05944,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,NON_LEAK,realworld_internal_infra_hard_negative,המסמך מסביר מהי תשתית פנימית ללא שמות שרתים או כתובות.,0,technical_note,rw_svm_pair_realworld_internal_infra_03224,real_world_pattern_hard_negative,,issueguard,https://arxiv.org/abs/2602.08072,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,NON_LEAK,realworld_training_data_hard_negative,המסמך מסביר באופן כללי מהו dataset לאימון מודל.,0,chat,rw_svm_pair_realworld_training_data_00469,real_world_pattern_hard_negative,,android_secrets,https://arxiv.org/abs/2510.18601,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,paired_positive_email_context,לתיעוד פנימי - בדוח מופיע איש קשר בשם דוד כהן יחד עם המייל david.cohen@mail.com.,1,memo,email_context_pos_32,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_prompt_leak_positive,המצגת חושפת prompt פנימי שמשמש את מודל השירות.,1,technical_note,rw_svm_pair_realworld_prompt_leak_04072,real_world_pattern_variation,PROMPT_SYSTEM_LEAK,github_secrets,https://docs.github.com/en/code-security/concepts/secret-security/secret-leakage-risks,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,LEAK,realworld_token_secret_positive,בקובץ ה־README נשמר token שמאפשר גישה אל אפליקציית הלקוחות.,1,meeting_note,rw_svm_pair_realworld_token_secret_06930,real_world_pattern_variation,TOKEN_SECRET_LEAK,github_secrets,https://docs.github.com/en/code-security/concepts/secret-security/secret-leakage-risks,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,confidential_context_positive,הערת תפעול: הנהלת הפיתוח בחנה את מסמך היישום של גרסה 42 ביום 28/9/2026 במסמך חסוי לשימוש פנימי בלבד. נא לא להעביר הלאה,1,memo,conf_ctx_pos_21,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_token_secret_positive,קובץ הייצוא מציין מפתח API של שירות התשלומים הפנימי.,1,policy,rw_svm_pair_realworld_token_secret_02660,real_world_pattern_variation,TOKEN_SECRET_LEAK,github_secrets,https://docs.github.com/en/code-security/concepts/secret-security/secret-leakage-risks,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,paired_hard_positive,FIN-858345 | בדוח הלקוח מופיע איש קשר בשם דוד כהן יחד עם כתובת המייל davidcohen@orgcoil,1,ticket,pair_3_pos,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,paired_positive_bank_account,לתיעוד פנימי: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 1580849947 של רונית פרץ.,1,memo,bank_account_pos_162,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_internal_document_positive,הנספח כולל מסמך פנימי שסומן כ־Confidential.,1,support_ticket,rw_svm_pair_realworld_internal_document_08285,real_world_pattern_variation,INTERNAL_DOCUMENT_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,NON_LEAK,realworld_training_data_hard_negative,המצגת מתארת עקרונות ניקוי דאטה בלי לחשוף נתונים פנימיים.,0,technical_note,rw_svm_pair_realworld_training_data_08169,real_world_pattern_hard_negative,,android_secrets,https://arxiv.org/abs/2510.18601,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,confidential_context_positive,"נושא: עדכון
הצוות דן בהשקת גרסה 42 ביום 19/9/2026 במסמך הנהלה מסווג שלא נועד לשיתוף חיצוני",1,email,conf_ctx_pos_32,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,realworld_customer_list_hard_negative,המסמך מסביר באופן כללי כיצד לנהל קשרי לקוחות.,0,support_ticket,rw_svm_pair_realworld_customer_list_07120,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,paired_negative_hr_salary,"נושא: סיכום
המסמך עוסק בנתוני כוח אדם ברמה כללית.",0,email,hr_salary_neg_144,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_metadata_positive,המסמך כולל track changes עם הערות שלא נועדו לפרסום.,1,meeting_note,rw_svm_pair_realworld_metadata_05241,real_world_pattern_variation,DOCUMENT_METADATA_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,NON_LEAK,realworld_internal_document_hard_negative,המסמך מתאר באופן כללי את תהליך אישור התוכן לפני פרסום.,0,report,rw_svm_pair_realworld_internal_document_01460,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: הצוות דן בהשקת גרסה 4.2 ביום 2/9/2026. תודה,0,memo,pair_4_neg,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_source_code_positive,המצגת כוללת קטע קוד שלא אמור לצאת מחוץ לצוות הפיתוח.,1,policy,rw_svm_pair_realworld_source_code_04066,real_world_pattern_variation,SOURCE_CODE_LEAK,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,LEAK,diverse_positive,"מתוך הדוח: הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,report,div_pos_242,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_mna_negotiation_hard_negative,המסמך מסביר באופן כללי מהו תהליך מיזוג ורכישה.,0,chat,rw_svm_pair_realworld_mna_negotiation_07021,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_pricing_hard_negative,המצגת מציגה עקרונות כלליים לבניית אסטרטגיית תמחור.,0,technical_note,rw_svm_pair_realworld_pricing_05688,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_security_incident_hard_negative,המסמך מציג תבנית כללית לדיווח על אירוע ללא פרטים פנימיים.,0,memo,rw_svm_pair_realworld_security_incident_00081,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,realworld_education_positive,קובץ הייצוא חושף רשומות סטודנטים עם ציונים אישיים.,1,email,rw_svm_pair_realworld_education_06855,real_world_pattern_variation,EDUCATION_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
medium,LEAK,diverse_positive,לתיעוד פנימי: המסמך כולל נתוני שכר של רוני ברק עבור חודש מרץ. תודה,1,memo,div_pos_243,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,confidential_context_positive,"נושא: בדיקה
נבחנו תוצרי ההיערכות של פלטפורמת ארז ביום 12/5/2026 בקובץ פנימי חסוי שאסור להעביר לגורמים חיצוניים. אין לשתף את המסמך מחוץ לארגון",1,email,conf_ctx_pos_23,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,NON_LEAK,diverse_negative,עדכון: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,chat,div_neg_3,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,LEAK,realworld_medical_positive,הנספח כולל מידע על התאמות רפואיות אישיות.,1,memo,rw_svm_pair_realworld_medical_04264,real_world_pattern_variation,MEDICAL_HEALTH_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_business_strategy_hard_negative,המסמך מתאר שיטות כלליות לניתוח מתחרים.,0,memo,rw_svm_pair_realworld_business_strategy_02400,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
medium,LEAK,realworld_prompt_leak_positive,המסמך כולל את ה־system prompt של הסוכן הפנימי.,1,policy,rw_svm_pair_realworld_prompt_leak_04037,real_world_pattern_variation,PROMPT_SYSTEM_LEAK,github_secrets,https://docs.github.com/en/code-security/concepts/secret-security/secret-leakage-risks,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,diverse_negative,"מתוך הדוח: בדוח מופיע רק שם החברה בנק הפועלים ותאריך יעד 3/5/2026, ללא מידע אישי.",0,report,div_neg_196,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_algorithm_hard_negative,המסמך מסביר באופן כללי מהו אלגוריתם דירוג.,0,technical_note,rw_svm_pair_realworld_algorithm_07217,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,paired_positive_meeting_phone,"נושא: מעקב
הפגישה עם אלון מלכה נקבעה ל3/8/2026 בחולון, ובמסמך צורף גם הטלפון 0537087821.",1,email,meeting_phone_pos_158,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
medium,LEAK,realworld_education_positive,הנספח כולל הערת יועצת על מצב לימודי של תלמיד.,1,technical_note,rw_svm_pair_realworld_education_05420,real_world_pattern_variation,EDUCATION_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_logs_backups_extra_hard_negative,קובץ הייצוא מתאר מדיניות כללית בנושא log backup ללא פרטים חסויים.,0,email,rw_svm_extra_neg_realworld_logs_backups_01300,real_world_pattern_extra_hard_negative,,issueguard,https://arxiv.org/abs/2602.08072,Extra hard negative for class balancing; topic words present but no exposed sensitive data.
hard,LEAK,paired_positive_meeting_phone,"נושא: סיכום
הפגישה עם לימור סויסה נקבעה ל16/2/2026 בהרצליה, ובמסמך צורף גם הטלפון 0518833401.",1,email,meeting_phone_pos_157,original_project_19000,,original_synthetic_project_dataset,,Original SVM training dataset from project.
hard,NON_LEAK,realworld_security_incident_hard_negative,המסמך מציג תבנית כללית לדיווח על אירוע ללא פרטים פנימיים.,0,chat,rw_svm_pair_realworld_security_incident_01691,real_world_pattern_hard_negative,,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_logs_backups_hard_negative,המסמך מתאר מדיניות גיבוי כללית ללא נתיבים או שמות שרתים.,0,technical_note,rw_svm_pair_realworld_logs_backups_03680,real_world_pattern_hard_negative,,issueguard,https://arxiv.org/abs/2602.08072,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,NON_LEAK,realworld_crypto_key_hard_negative,המצגת מתארת עקרונות כלליים לניהול מפתחות הצפנה.,0,chat,rw_svm_pair_realworld_crypto_key_00037,real_world_pattern_hard_negative,,owasp_secrets,https://owasp.org/www-project-non-human-identities-top-10/2025/2-secret-leakage/,"Close hard negative based on same real-world topic, without exposed sensitive data."
hard,LEAK,realworld_security_incident_positive,הנספח מתאר ממצא פנימי מחקירת אירוע אבטחה.,1,technical_note,rw_svm_pair_realworld_security_incident_05471,real_world_pattern_variation,SECURITY_INCIDENT_LEAK,verizon_dbir,https://www.verizon.com/business/resources/reports/dbir/,Safe Hebrew variation of real-world leakage pattern; no real data or real secrets.
hard,NON_LEAK,realworld_source_code_hard_negative,המצגת כוללת תרשים כללי של תהליך פיתוח תוכנה ללא קוד.,0,policy,rw_svm_pair_realworld_source_code_08196,real_world_pattern_hard_negative,,nist_propin,https://csrc.nist.gov/glossary/term/proprietary_information,"Close hard negative based on same real-world topic, without exposed sensitive data."
