difficulty,label_name,category,text,label,style,group_id
medium,LEAK,diverse_positive,לתיעוד פנימי: במסמך הזה מופיעים פרטים אישיים ופרטי קשר של לקוחות. תודה,1,memo,div_pos_212
hard,NON_LEAK,paired_hard_negative,HR-836943 | הועבר סיכום על מיכל כהן שעובד בנייס בהרצליה.,0,ticket,pair_1_neg
hard,NON_LEAK,diverse_negative,"REQ-547324 | היעד הכספי לרבעון הוא 16,637 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,ticket,div_neg_53
hard,NON_LEAK,paired_negative_medical,לתיעוד פנימי: המסמך מזכיר את קפלן ואת אלון מלכה.,0,memo,medical_neg_72
hard,NON_LEAK,paired_negative_confidentiality,מתוך הדוח: הקובץ נשמר במערכת הפנימית לצורך עבודה שוטפת.,0,report,confidentiality_neg_181
medium,NON_LEAK,diverse_negative,עדכון: שם העובד יעל לוי מופיע במצגת הפנימית ללא פרטים נוספים,0,chat,div_neg_41
hard,NON_LEAK,diverse_negative,INC-759584 | לא נמסרו פרטים מזהים נוספים מעבר לשם החברה.,0,ticket,div_neg_206
hard,NON_LEAK,paired_hard_negative,בדיקה: הועבר סיכום על שירה אברהם שעובד ברפאל בהרצליה.,0,chat,pair_1_neg
hard,NON_LEAK,diverse_negative,עדכון: המערכת החדשה תושק ב18/6/2026 לפי הודעה רשמית שפורסמה לכלל העובדים. תודה,0,chat,div_neg_73
hard,LEAK,paired_positive_confidentiality,סיכום פגישה: הקובץ נשמר במערכת הפנימית והוא מסווג לשימוש פנימי בלבד ואינו נועד להפצה.,1,meeting_note,confidentiality_pos_41
hard,LEAK,paired_hard_positive,סיכום פגישה: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 8821099323 של ניר ביטון.,1,meeting_note,pair_5_pos
hard,NON_LEAK,diverse_negative,בדיקה: המערכת החדשה תושק ב26/11/2026 לפי הודעה רשמית שפורסמה לכלל העובדים,0,chat,div_neg_21
hard,LEAK,diverse_positive,FIN-219728 | לצורך זיהוי מול הספק הועבר מספר הזהות של אורן אברהם: 581096330.,1,ticket,div_pos_13
hard,NON_LEAK,diverse_negative,סיכום פגישה: שם העובד אלון מלכה מופיע במצגת הפנימית ללא פרטים נוספים.,0,meeting_note,div_neg_28
medium,LEAK,diverse_positive,"לתיעוד פנימי: הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,memo,div_pos_208
hard,NON_LEAK,paired_negative_confidentiality,בדיקה: הקובץ נשמר במערכת הפנימית לצורך עבודה שוטפת.,0,chat,confidentiality_neg_136
hard,LEAK,paired_positive_bank_account,"נושא: בקשה
יש לעדכן את טבלת ההזמנות עם חשבון הבנק 4756297882 של רוני ברק.",1,email,bank_account_pos_168
hard,LEAK,confidential_context_positive,OPS-240386 | נבדקו השלכות ההשקה של מערכת קשת ביום 26/2/2026 בקובץ פנימי חסוי שאסור להעביר לגורמים חיצוניים,1,ticket,conf_ctx_pos_5
hard,NON_LEAK,paired_negative_person_context,"נושא: סיכום
הועבר סיכום על הילה חדד שעובד בסלקום ברחובות.",0,email,person_context_neg_177
hard,NON_LEAK,paired_hard_negative,FIN-939574 | הצוות דן בהשקת שירות אביב ביום 20/5/2026. תודה,0,ticket,pair_4_neg
hard,LEAK,diverse_positive,"INC-169792 | הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,ticket,div_pos_226
hard,NON_LEAK,paired_hard_negative,סיכום פגישה: במצגת הופיעו שמות העובדים לצורך חלוקת משימות.,0,meeting_note,pair_7_neg
hard,LEAK,paired_hard_positive,"נושא: בקשה
הועבר סיכום על אורן אברהם שעובד בנייס בתל אביב, כולל מספר הזהות 590405798.",1,email,pair_1_pos
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: המסמך מזכיר את סורוקה ואת מיכל כהן בהקשר אדמיניסטרטיבי. תודה,0,memo,pair_6_neg
hard,NON_LEAK,diverse_negative,בדיקה: מספר הקריאה הוא REQ-663841 ויש לעקוב אחריו מול הנהלה.,0,chat,div_neg_185
hard,NON_LEAK,paired_hard_negative,"נושא: בקשה
הפגישה עם מאיה ביטון נקבעה ל20/12/2026 בפתח תקווה",0,email,pair_2_neg
medium,NON_LEAK,diverse_negative,עדכון: המערכת החדשה תושק ב6/8/2026 לפי הודעה רשמית שפורסמה לכלל העובדים. תודה,0,chat,div_neg_50
hard,NON_LEAK,diverse_negative,HR-987096 | לא הועברו פרטים אישיים במהלך השיחה.,0,ticket,div_neg_214
medium,LEAK,diverse_positive,"SR-573427 | בנספח מופיעים פרטי החשבון של רוני ברק: דיסקונט, חשבון 3237420980.",1,ticket,div_pos_86
medium,LEAK,diverse_positive,לתיעוד פנימי: לצורך זיהוי מול הספק הועבר מספר הזהות של אלון מלכה: 214608266.,1,memo,div_pos_39
hard,LEAK,diverse_positive,SEC-792888 | הסיסמה הזמנית לחשבון של לימור סויסה היא Welcome2026! ויש להחליף אותה מיד.,1,ticket,div_pos_91
hard,NON_LEAK,paired_negative_confidentiality,SR-917105 | הקובץ נשמר במערכת הפנימית לצורך עבודה שוטפת.,0,ticket,confidentiality_neg_16
medium,LEAK,diverse_positive,"סיכום פגישה: פרטי הקשר של אילן שבתאי: מייל ilan.shabtai@mail.com, טלפון 0534975520.",1,meeting_note,div_pos_55
medium,LEAK,diverse_positive,סיכום פגישה: שם המשתמש והסיסמה נשמרו במסמך משותף. תודה,1,meeting_note,div_pos_125
hard,LEAK,diverse_positive,לתיעוד פנימי: הסיסמה הזמנית לחשבון של טל אוחנה היא Welcome2026! ויש להחליף אותה מיד. תודה,1,memo,div_pos_6
hard,LEAK,paired_hard_positive,לתיעוד פנימי: הצוות דן בהשקת שירות אביב ביום 11/10/2026 במסמך מסווג פנימי שלא נועד להפצה,1,memo,pair_4_pos
hard,LEAK,diverse_positive,"נושא: בקשה
נא לשמור על סודיות: תוכנית ההשקה של מוצר הדס וקוד השם מיזם תמר מצורפים.",1,email,div_pos_14
hard,LEAK,diverse_positive,"לתיעוד פנימי: בדוח שהגיע מרמב""ם מופיעים פרטי טיפול של יעל לוי.",1,memo,div_pos_55
medium,NON_LEAK,diverse_negative,"נושא: עדכון
היעד הכספי לרבעון הוא 38,405 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,email,div_neg_59
hard,LEAK,paired_hard_positive,סיכום פגישה: הצוות דן בהשקת מערכת קשת ביום 18/4/2026 במסמך מסווג פנימי שלא נועד להפצה. תודה,1,meeting_note,pair_4_pos
hard,LEAK,diverse_positive,"INC-398364 | הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,ticket,div_pos_195
hard,LEAK,paired_hard_positive,"תזכורת: הפגישה עם רונית פרץ נקבעה ל18/8/2026 בהרצליה, ובמסמך צורף גם הטלפון 0532477693.",1,chat,pair_2_pos
medium,LEAK,diverse_positive,סיכום פגישה: לצורך זיהוי מול הספק הועבר מספר הזהות של דוד כהן: 280428057. תודה,1,meeting_note,div_pos_20
hard,NON_LEAK,diverse_negative,מתוך הדוח: שם העובד איתי פרץ מופיע במצגת הפנימית ללא פרטים נוספים.,0,report,div_neg_37
hard,LEAK,paired_positive_meeting_phone,"לתיעוד פנימי: הפגישה עם אורן אברהם נקבעה ל23/2/2026 בראשון לציון, ובמסמך צורף גם הטלפון 0531965164.",1,memo,meeting_phone_pos_82
hard,NON_LEAK,paired_negative_medical,בדיקה: המסמך מזכיר את שיבא ואת מיכל כהן.,0,chat,medical_neg_80
hard,LEAK,paired_positive_internal_doc,מתוך הדוח: הצוות דן בהשקת מנוע גפן ביום 11/8/2026 במסמך מסווג פנימי שלא נועד להפצה.,1,report,internal_doc_pos_98
hard,LEAK,paired_positive_hr_salary,"סיכום פגישה: המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים.",1,meeting_note,hr_salary_pos_119
hard,NON_LEAK,paired_hard_negative,תזכורת: המסמך מזכיר את אסותא ואת אורן אברהם בהקשר אדמיניסטרטיבי,0,chat,pair_6_neg
hard,LEAK,paired_positive_email_context,מתוך הדוח - בדוח מופיע איש קשר בשם עמית אלקיים יחד עם המייל amit.elkayim@outlook.com.,1,report,email_context_pos_20
hard,LEAK,confidential_context_positive,תיעוד דיון: הצוות דן בהשקת מוצר הדס ביום 8/9/2026 במסמך פנימי מסווג שאין להעביר מחוץ לצוות אין לשתף את המסמך מחוץ לארגון,1,meeting_note,conf_ctx_pos_55
medium,NON_LEAK,diverse_negative,סיכום פגישה: מספר הקריאה הוא INC-802046 ויש לעקוב אחריו מול שיווק.,0,meeting_note,div_neg_51
hard,NON_LEAK,paired_hard_negative,עדכון: הפגישה עם משה אוחנה נקבעה ל3/11/2026 בחיפה,0,chat,pair_2_neg
hard,NON_LEAK,paired_negative_confidentiality,REQ-926807 | הקובץ נשמר במערכת הפנימית לצורך עבודה שוטפת.,0,ticket,confidentiality_neg_34
hard,NON_LEAK,focused_payroll_negative,לתיעוד פנימי: בקובץ המצורף מופיעים שמות העובדים ותאריכי קליטה ללא נתוני שכר.,0,memo,payroll_ctx_neg_57
hard,LEAK,diverse_positive,סיכום פגישה: לצורך זיהוי מול הספק הועבר מספר הזהות של איתי פרץ: 234302140.,1,meeting_note,div_pos_178
hard,NON_LEAK,paired_negative_hr_salary,בדיקה: המסמך עוסק בנתוני כוח אדם ברמה כללית.,0,chat,hr_salary_neg_89
hard,NON_LEAK,diverse_negative,FIN-424587 | הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,ticket,div_neg_134
medium,NON_LEAK,diverse_negative,"סיכום פגישה: בדוח מופיע רק שם החברה שטראוס ותאריך יעד 13/10/2026, ללא מידע אישי.",0,meeting_note,div_neg_2
hard,NON_LEAK,paired_negative_medical,"HR-590177 | המסמך מזכיר את רמב""ם ואת אסף דיין.",0,ticket,medical_neg_95
hard,LEAK,focused_payroll_positive,"נושא: טיפול
בדוח של הנהלה הופיעו שמות העובדים לצד נתוני שכר, בונוסים והערות אישיות. תודה",1,email,payroll_ctx_pos_57
hard,LEAK,confidential_context_positive,עדכון: הוחלט לעדכן את לוח הזמנים של שירות אביב ביום 15/6/2026 במסמך חסוי לשימוש פנימי בלבד. חל איסור להפיץ את הקובץ,1,chat,conf_ctx_pos_29
hard,NON_LEAK,paired_hard_negative,סיכום פגישה: במצגת הופיעו שמות העובדים לצורך חלוקת משימות.,0,meeting_note,pair_7_neg
hard,LEAK,diverse_positive,"בדיקה: פרטי הקשר של ליאור מלכה: מייל lior.malka@org.co.il, טלפון 0591502191.",1,chat,div_pos_81
hard,LEAK,confidential_context_positive,תיעוד דיון: הוחלט לעדכן את לוח הזמנים של פרויקט רימון ליום 26/9/2026 במסמך רגיש המוגבל להפצה בתוך הארגון בלבד חל איסור להפיץ את הקובץ,1,meeting_note,conf_ctx_pos_44
hard,LEAK,confidential_context_positive,עדכון: נבחנו תוצרי ההיערכות של פרויקט דרור ביום 8/5/2026 בנספח פנימי חסוי שאינו מיועד להפצה,1,chat,conf_ctx_pos_36
hard,LEAK,diverse_positive,לתיעוד פנימי - בדוח משאבי האנוש מופיעים נתוני השכר של רונית פרץ עבור חודש מרץ.,1,memo,div_pos_50
hard,LEAK,focused_payroll_positive,לתיעוד פנימי: במצגת הופיעו שמות העובדים לצד נתוני שכר ובונוסים.,1,memo,payroll_ctx_pos_18
medium,LEAK,diverse_positive,"מתוך הדוח: בנספח מופיעים פרטי החשבון של אורן אברהם: בנק לאומי, חשבון 3846203396.",1,report,div_pos_218
hard,NON_LEAK,paired_hard_negative,סיכום פגישה - הצוות דן בהשקת פרויקט נוגה ביום 20/2/2026,0,meeting_note,pair_4_neg
medium,LEAK,diverse_positive,"מתוך הדוח: הועבר החזר בגובה 18,462 ש""ח לחשבון 5897259404 של שרון סעדה",1,report,div_pos_57
hard,LEAK,paired_hard_positive,"SR-223982 | הפגישה עם נועה מזרחי נקבעה ל27/2/2026 בירושלים, ובמסמך צורף גם הטלפון 0513208462",1,ticket,pair_2_pos
hard,NON_LEAK,diverse_negative,"סיכום פגישה: היעד הכספי לרבעון הוא 27,950 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,meeting_note,div_neg_13
hard,NON_LEAK,paired_hard_negative,HR-392368 | הועבר סיכום על עמית אלקיים שעובד במכבי שירותי בריאות באשדוד. תודה,0,ticket,pair_1_neg
hard,LEAK,paired_hard_positive,"נושא: מעקב
בדוח הלקוח מופיע איש קשר בשם הילה חדד יחד עם כתובת המייל hila.hadad@outlook.com. תודה",1,email,pair_3_pos
hard,LEAK,paired_hard_positive,עדכון: הצוות דן בהשקת מערכת קשת ביום 23/9/2026 במסמך מסווג פנימי שלא נועד להפצה. תודה,1,chat,pair_4_pos
hard,LEAK,diverse_positive,מתוך הדוח: לצורך זיהוי מול הספק הועבר מספר הזהות של רוני ברק: 855179287.,1,report,div_pos_171
hard,LEAK,diverse_positive,SEC-285785 | אין להפיץ את קובץ השכר של כספים.,1,ticket,div_pos_98
hard,LEAK,diverse_positive,מתוך הדוח: בדוח שהגיע מסורוקה מופיעים פרטי טיפול של שרון סעדה.,1,report,div_pos_21
hard,LEAK,diverse_positive,HR-934399 | נא לשמור על סודיות: תוכנית ההשקה של מנוע גפן וקוד השם פרויקט ברוש מצורפים.,1,ticket,div_pos_137
hard,LEAK,paired_positive_hr_salary,"לתיעוד פנימי: המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים.",1,memo,hr_salary_pos_80
hard,LEAK,paired_positive_person_context,"מתוך הדוח: הועבר סיכום על ניר ביטון שעובד בצ'ק פוינט ברחובות, כולל מספר הטלפון 0573631633.",1,report,person_context_pos_188
hard,LEAK,focused_payroll_positive,"נושא: בקשה
בנספח מופיעים שמות העובדים, נתוני תגמול ובונוסים שנתיים.",1,email,payroll_ctx_pos_24
hard,LEAK,diverse_positive,מתוך הדוח: לצורך זיהוי מול הספק הועבר מספר הזהות של רון חדד: 768744372.,1,report,div_pos_239
hard,NON_LEAK,paired_hard_negative,"נושא: בקשה
הועבר סיכום על אילן שבתאי שעובד בקופת חולים כללית בירושלים תודה",0,email,pair_1_neg
hard,NON_LEAK,paired_negative_meeting_phone,לתיעוד פנימי: הפגישה עם עמית אלקיים נקבעה ל27/11/2026 ברחובות.,0,memo,meeting_phone_neg_52
hard,LEAK,paired_positive_bank_account,סיכום פגישה: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 8589397251 של אביטל שחר.,1,meeting_note,bank_account_pos_96
hard,NON_LEAK,paired_hard_negative,"נושא: מעקב
בדוח הלקוח מופיע איש קשר בשם משה אוחנה.",0,email,pair_3_neg
medium,LEAK,diverse_positive,לתיעוד פנימי - אין להפיץ את קובץ השכר של פיתוח. תודה,1,memo,div_pos_112
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: בדוח הלקוח מופיע איש קשר בשם ליאור מלכה.,0,memo,pair_3_neg
medium,LEAK,diverse_positive,"סיכום פגישה: הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור. תודה",1,meeting_note,div_pos_236
hard,LEAK,paired_hard_positive,"נושא: בקשה
הצוות דן בהשקת מוצר אופק ביום 8/10/2026 במסמך מסווג פנימי שלא נועד להפצה.",1,email,pair_4_pos
hard,LEAK,paired_positive_hr_salary,"סיכום פגישה: המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים.",1,meeting_note,hr_salary_pos_22
hard,NON_LEAK,paired_hard_negative,"נושא: עדכון
בדוח הלקוח מופיע איש קשר בשם דנה דנינו.",0,email,pair_3_neg
hard,LEAK,diverse_positive,לתיעוד פנימי: נא לשמור על סודיות: תוכנית ההשקה של מוצר אופק וקוד השם תיקון אופק מצורפים.,1,memo,div_pos_32
hard,NON_LEAK,diverse_negative,"REQ-383122 | הפגישה עם קב""ט תתקיים ביום ראשון בירושלים.",0,ticket,div_neg_243
hard,LEAK,paired_hard_positive,לתיעוד פנימי - יש לעדכן את טבלת ההזמנות עם חשבון הבנק 4013786333 של ליאור מלכה.,1,memo,pair_5_pos
hard,NON_LEAK,diverse_negative,סיכום פגישה: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט פרויקט ברוש,0,meeting_note,div_neg_8
medium,LEAK,diverse_positive,"נושא: מעקב
הסיסמה הזמנית לחשבון של אלון מלכה היא Welcome2026! ויש להחליף אותה מיד.",1,email,div_pos_219
hard,NON_LEAK,paired_negative_medical,מתוך הדוח - המסמך מזכיר את סורוקה ואת איתי פרץ.,0,report,medical_neg_0
medium,NON_LEAK,diverse_negative,"נושא: מעקב
מספר הקריאה הוא SR-298068 ויש לעקוב אחריו מול משאבי אנוש.",0,email,div_neg_3
medium,LEAK,diverse_positive,"נושא: עדכון
הסיסמה הזמנית לחשבון של ניר ביטון היא Welcome2026! ויש להחליף אותה מיד.",1,email,div_pos_88
medium,NON_LEAK,diverse_negative,INC-679593 | בדשבורד הציבורי מופיע סטטוס כללי של פרויקט מיזם תמר.,0,ticket,div_neg_39
medium,LEAK,diverse_positive,"FIN-038543 | הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,ticket,div_pos_24
hard,NON_LEAK,paired_negative_internal_doc,FIN-554701 | הצוות דן בהשקת מוצר הדס ביום 1/1/2026.,0,ticket,internal_doc_neg_170
hard,NON_LEAK,diverse_negative,"נושא: בקשה
לא נמסרו פרטים מזהים נוספים מעבר לשם החברה.",0,email,div_neg_66
hard,NON_LEAK,paired_hard_negative,SR-271414 | בדוח הלקוח מופיע איש קשר בשם אורן אברהם.,0,ticket,pair_3_neg
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי - המסמך מזכיר את איכילוב ואת ניר ביטון בהקשר אדמיניסטרטיבי,0,memo,pair_6_neg
hard,LEAK,diverse_positive,לתיעוד פנימי: הסיסמה הזמנית לחשבון של שלומי תורג'מן היא Welcome2026! ויש להחליף אותה מיד.,1,memo,div_pos_47
hard,LEAK,diverse_positive,מתוך הדוח: בדוח שהגיע מסורוקה מופיעים פרטי טיפול של אלון מלכה,1,report,div_pos_58
hard,LEAK,confidential_context_positive,REQ-705393 | הוחלט לעדכן את לוח הזמנים של פרויקט דרור ליום 9/10/2026 במסמך רגיש שאין לשתף מחוץ למחלקה. המסמך מוגבל לצוות המצומצם בלבד,1,ticket,conf_ctx_pos_46
medium,NON_LEAK,diverse_negative,"נושא: עדכון
שם העובד רונית פרץ מופיע במצגת הפנימית ללא פרטים נוספים.",0,email,div_neg_104
hard,NON_LEAK,paired_negative_meeting_phone,לתיעוד פנימי: הפגישה עם רון חדד נקבעה ל27/12/2026 באשקלון.,0,memo,meeting_phone_neg_181
hard,LEAK,diverse_positive,"נושא: עדכון
הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,email,div_pos_124
hard,NON_LEAK,paired_negative_medical,"נושא: טיפול
המסמך מזכיר את איכילוב ואת אילן שבתאי.",0,email,medical_neg_199
medium,LEAK,diverse_positive,תזכורת: נא לשמור על סודיות: תוכנית ההשקה של מערכת קשת וקוד השם מיזם תמר מצורפים.,1,chat,div_pos_150
hard,NON_LEAK,paired_hard_negative,SR-211044 | הצוות דן בהשקת שירות אביב ביום 19/12/2026.,0,ticket,pair_4_neg
hard,LEAK,focused_payroll_positive,"תזכורת: הועבר קובץ עם רשימת עובדים ונתוני שכר מפורטים, כולל בונוסים.",1,chat,payroll_ctx_pos_0
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: יש לעדכן את טבלת ההזמנות עם מזהה פנימי 0003262594.,0,memo,pair_5_neg
medium,NON_LEAK,diverse_negative,"לתיעוד פנימי: בדוח מופיע רק שם החברה גוגל ישראל ותאריך יעד 20/2/2026, ללא מידע אישי.",0,memo,div_neg_30
hard,NON_LEAK,paired_negative_confidentiality,מתוך הדוח: הקובץ נשמר במערכת הפנימית לצורך עבודה שוטפת.,0,report,confidentiality_neg_130
medium,NON_LEAK,diverse_negative,FIN-071018 | הפגישה עם מנהל אבטחת מידע תתקיים ביום ראשון בנתניה.,0,ticket,div_neg_6
hard,NON_LEAK,paired_hard_negative,סיכום פגישה: הועבר סיכום על טל אוחנה שעובד בבנק הפועלים בירושלים.,0,meeting_note,pair_1_neg
hard,LEAK,paired_hard_positive,סיכום פגישה: יש לעדכן את טבלת ההזמנות עם חשבון הבנק 0293362219 של משה אוחנה,1,meeting_note,pair_5_pos
medium,LEAK,diverse_positive,"לתיעוד פנימי: הקובץ מכיל שם משתמש, סיסמה וגישה לסביבת הייצור.",1,memo,div_pos_31
hard,NON_LEAK,paired_negative_bank_account,מתוך הדוח - יש לעדכן את טבלת ההזמנות עבור עדי שלום.,0,report,bank_account_neg_125
medium,NON_LEAK,diverse_negative,"תזכורת: הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים. תודה",0,chat,div_neg_243
medium,LEAK,diverse_positive,שולח: לצורך זיהוי מול הספק הועבר מספר הזהות של עמית אלקיים: 291838270. תודה,1,chat,div_pos_105
hard,NON_LEAK,paired_negative_email_context,סיכום פגישה: בדוח מופיע איש קשר בשם מיכל כהן.,0,meeting_note,email_context_neg_103
hard,LEAK,paired_positive_hr_salary,"SR-719609 | המסמך כולל נתוני שכר, מספרי זהות והערות אישיות של עובדים.",1,ticket,hr_salary_pos_18
medium,LEAK,diverse_positive,"מתוך הדוח: הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,report,div_pos_202
hard,NON_LEAK,diverse_negative,"נושא: בקשה
הלקוח ביקש עדכון על הפרויקט, אבל לא נשלחו פרטי קשר או מזהים.",0,email,div_neg_32
hard,NON_LEAK,diverse_negative,סיכום פגישה: המערכת החדשה תושק ב3/3/2026 לפי הודעה רשמית שפורסמה לכלל העובדים.,0,meeting_note,div_neg_87
hard,NON_LEAK,paired_hard_negative,עדכון: הפגישה עם נועה מזרחי נקבעה ל26/1/2026 בבאר שבע.,0,chat,pair_2_neg
hard,NON_LEAK,paired_negative_medical,סיכום פגישה: המסמך מזכיר את אסותא ואת שרון סעדה.,0,meeting_note,medical_neg_97
hard,NON_LEAK,paired_negative_person_context,בדיקה: הועבר סיכום על רון חדד שעובד בישראכרט בחולון. תודה,0,chat,person_context_neg_56
hard,LEAK,paired_positive_medical,"לתיעוד פנימי: המסמך מזכיר את רמב""ם ואת טל אוחנה וכולל גם אבחנה של מיגרנה כרונית.",1,memo,medical_pos_115
hard,LEAK,confidential_context_positive,"נושא: מעקב
הוצגה תוכנית העבודה עבור מודול ברק ביום 15/6/2026 בקובץ פנימי חסוי שאסור להעביר לגורמים חיצוניים. אין לשתף את המסמך מחוץ לארגון",1,email,conf_ctx_pos_43
medium,LEAK,diverse_positive,"סיכום פגישה: הועבר דוח עם רשימת לקוחות אסטרטגיים, הצעות מחיר ותנאי התקשרות.",1,meeting_note,div_pos_234
hard,LEAK,paired_positive_bank_account,"נושא: סיכום
יש לעדכן את טבלת ההזמנות עם חשבון הבנק 0119391038 של לימור סויסה.",1,email,bank_account_pos_21
medium,NON_LEAK,diverse_negative,סיכום פגישה: המסמך אינו כולל מידע אישי.,0,meeting_note,div_neg_189
hard,LEAK,focused_payroll_positive,"סיכום פגישה: בדוח של כספים הופיעו שמות העובדים לצד נתוני שכר, בונוסים והערות אישיות.",1,meeting_note,payroll_ctx_pos_54
hard,LEAK,paired_positive_person_context,"לתיעוד פנימי - הועבר סיכום על שירה אברהם שעובד בבנק הפועלים במודיעין, כולל מספר הטלפון 0594421106. תודה",1,memo,person_context_pos_45
hard,NON_LEAK,diverse_negative,לתיעוד פנימי: בדשבורד הציבורי מופיע סטטוס כללי של פרויקט מיזם תמר,0,memo,div_neg_31
hard,NON_LEAK,paired_hard_negative,סיכום פגישה: הפגישה עם יעל לוי נקבעה ל10/3/2026 בירושלים,0,meeting_note,pair_2_neg
hard,NON_LEAK,paired_hard_negative,"נושא - מעקב
הפגישה עם ליאור מלכה נקבעה ל8/12/2026 בפתח תקווה. תודה",0,email,pair_2_neg
hard,NON_LEAK,diverse_negative,שולח - שם העובד טל אוחנה מופיע במצגת הפנימית ללא פרטים נוספים. תודה,0,chat,div_neg_42
hard,NON_LEAK,diverse_negative,"לתיעוד פנימי: היעד הכספי לרבעון הוא 7,991 ש""ח ולא מדובר במידע על לקוח ספציפי.",0,memo,div_neg_25
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: המסמך מזכיר את שיבא ואת משה אוחנה בהקשר אדמיניסטרטיבי.,0,memo,pair_6_neg
medium,LEAK,diverse_positive,REQ-808192 | לצורך זיהוי מול הספק הועבר מספר הזהות של נועה מזרחי: 683794988.,1,ticket,div_pos_37
hard,NON_LEAK,paired_hard_negative,לתיעוד פנימי: המסמך מזכיר את איכילוב ואת משה אוחנה בהקשר אדמיניסטרטיבי,0,memo,pair_6_neg
hard,NON_LEAK,diverse_negative,"סיכום פגישה: בדוח מופיע רק שם החברה צ'ק פוינט ותאריך יעד 12/4/2026, ללא מידע אישי.",0,meeting_note,div_neg_11
hard,NON_LEAK,paired_negative_bank_account,מתוך הדוח: יש לעדכן את טבלת ההזמנות עבור יעל לוי.,0,report,bank_account_neg_81
hard,LEAK,focused_payroll_positive,"נושא: מעקב
בקובץ המצורף מופיעים שמות העובדים, נתוני שכר ובונוסים לרבעון האחרון. תודה",1,email,payroll_ctx_pos_7
hard,LEAK,paired_hard_positive,"נושא - מעקב
הצוות דן בהשקת מוצר אופק ביום 19/2/2026 במסמך מסווג פנימי שלא נועד להפצה.",1,email,pair_4_pos
hard,LEAK,paired_hard_positive,"נושא - בקשה
הועבר סיכום על דוד כהן שעובד בAmdocs בפתח תקווה, כולל מספר הזהות 990893113",1,email,pair_1_pos
medium,NON_LEAK,diverse_negative,"נושא: מעקב
בדשבורד הציבורי מופיע סטטוס כללי של פרויקט תיקון אופק.",0,email,div_neg_61
hard,NON_LEAK,diverse_negative,"נושא: מעקב
במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות.",0,email,div_neg_209
medium,NON_LEAK,diverse_negative,מתוך הדוח: מספר הקריאה הוא REQ-451503 ויש לעקוב אחריו מול שירות לקוחות.,0,report,div_neg_57
hard,NON_LEAK,diverse_negative,"מתוך הדוח - במסמך המצורף אין מידע אישי, רק סיכום משימות והחלטות. תודה",0,report,div_neg_53
hard,LEAK,paired_hard_positive,לתיעוד פנימי: המסמך מזכיר את אסותא ואת עמית אלקיים וכולל גם אבחנה של פציעת גב.,1,memo,pair_6_pos
hard,LEAK,diverse_positive,"בדיקה - הועבר החזר בגובה 29,007 ש""ח לחשבון 3095820537 של שרון סעדה",1,chat,div_pos_17
hard,NON_LEAK,focused_payroll_negative,"נושא: סיכום
במצגת הנהלה צורפו שמות העובדים ותפקידי הצוות ללא פרטים אישיים נוספים.",0,email,payroll_ctx_neg_47
hard,NON_LEAK,paired_hard_negative,"נושא: מעקב
הפגישה עם דוד כהן נקבעה ל19/1/2026 ברעננה.",0,email,pair_2_neg
hard,LEAK,paired_positive_medical,סיכום פגישה: המסמך מזכיר את אסותא ואת עמית אלקיים וכולל גם אבחנה של פציעת גב.,1,meeting_note,medical_pos_132
medium,NON_LEAK,diverse_negative,בדיקה: הצוות עבר לשלב בדיקות אינטגרציה ונדרש לעדכן סטטוס עד סוף היום.,0,chat,div_neg_102
hard,LEAK,confidential_context_positive,לשימוש פנימי: הוחלט לעדכן את לוח הזמנים של גרסה 4.2 ביום 16/7/2026 בחומר מסווג המיועד לשימוש פנימי בלבד,1,memo,conf_ctx_pos_45
medium,LEAK,diverse_positive,מתוך הדוח: בדוח שהגיע מאסותא מופיעים פרטי טיפול של רונית פרץ והאבחנה חרדה. תודה,1,report,div_pos_49
